ApplicationFrameHost,chrome,CoollePDFConverter,EXCEL,explorer,firefox,msedge,OneDrive,ONENOTE,OUTLOOK,PBIDesktop,SearchApp,ShellExperienceHost,Skype,Ssms,Teams,ApplicationFrameHost,chrome,CoollePDFConverter,EXCEL,explorer,firefox,msedge,OneDrive,ONENOTE,OUTLOOK,PBIDesktop,SearchApp,ShellExperienceHost,Skype,Ssms,Teams,0,ApplicationFrameHost,chrome,CoollePDFConverter,EXCEL,explorer,firefox,msedge,OneDrive,ONENOTE,OUTLOOK,PBIDesktop,SearchApp,ShellExperienceHost,Skype,Ssms,Teams,ApplicationFrameHost,chrome,CoollePDFConverter,EXCEL,explorer,firefox,msedge,OneDrive,ONENOTE,OUTLOOK,PBIDesktop,SearchApp,ShellExperienceHost,Skype,Ssms,Teams,0,ApplicationFrameHost,chrome,CoollePDFConverter,EXCEL,explorer,firefox,msedge,OneDrive,ONENOTE,OUTLOOK,PBIDesktop,SearchApp,ShellExperienceHost,Skype,Ssms,Teams,ApplicationFrameHost,chrome,CoollePDFConverter,EXCEL,explorer,firefox,msedge,OneDrive,ONENOTE,OUTLOOK,PBIDesktop,SearchApp,ShellExperienceHost,Skype,Ssms,Teams,0,Teams,CoollePDFConverter,Skype,EXCEL,chrome,SearchApp,firefox,Ssms,msedge,ApplicationFrameHost,OUTLOOK,ShellExperienceHost,ONENOTE,explorer,OneDrive,PBIDesktop,Teams,CoollePDFConverter,Skype,EXCEL,chrome,SearchApp,firefox,Ssms,msedge,ApplicationFrameHost,OUTLOOK,ShellExperienceHost,ONENOTE,explorer,OneDrive,PBIDesktop,0
0.9712689043929624,0.9830750991139836,0.951803751803752,1.0,0.990959350462048,0.9689947834446608,0.990073533427526,1.0,0.990909090909091,0.9490926583064384,1.0,0.9728232569818456,0.9907021604938272,0.8816964285714286,0.990959350462048,0.9877300894429488,13.0,14.0,7.0,14.0,16.0,11.0,15.0,15.5,14.0,10.0,15.5,13.0,16.0,4.0,14.0,15.0,207.0,0.8296950632587587,0.8978910096781436,0.8686046511627907,0.9011926605504588,0.926972101972102,0.9180970785869496,0.9348597227802756,0.9556882158804116,0.885925925925926,0.8611727970542077,0.9141025641025642,0.8733390946836619,0.8800542005420053,0.9215686274509804,0.8910424582213572,0.9272061767070964,9.0,14.0,9.0,10.0,15.0,9.0,15.0,16.0,8.0,15.0,15.0,10.0,14.0,11.0,8.0,15.0,193.0,0.8482227061419387,0.9098298470628124,0.9118152788012772,0.9320340648542418,0.9328413457887142,0.8432233967731766,0.8986516163589047,0.9579566003616636,0.8274941608274942,0.8793245166098645,0.9130660169816796,0.8629560676673935,0.8607235163253288,0.8191978440076093,0.9274715778816665,0.9121835395355352,10.0,16.0,14.0,12.0,14.0,5.0,11.0,15.0,6.0,12.0,14.0,8.0,12.0,7.0,15.0,16.0,187.0,0.615384615,0.46961326,0.603773585,0.717607973,0.506234414,0.710017575,0.621212121,0.503968254,0.50955414,0.710017575,0.523346304,0.5,0.601275917,0.522292994,0.533333333,0.475655431,15.0,3.5,11.5,7.5,2.5,7.5,8.5,2.5,5.5,7.5,7.5,8.0,9.5,3.0,7.0,2.5,109.0
0.8696865820900432,0.9379479558490692,0.989010989010989,0.9615384615384616,0.8795460520189247,0.8426767174711254,0.8308748966127707,0.8913043478260869,0.8811188811188811,0.9069107224258628,0.9396270396270396,0.8908905414563324,0.9008771929824562,0.8761904761904762,0.9611556189226091,0.888505881171193,4.0,9.0,11.0,9.0,8.0,3.0,7.0,5.0,3.0,7.0,10.0,4.0,7.0,3.0,10.0,6.0,106.0,0.2600694444444444,0.8230323551251945,0.9049899193548387,0.1473214285714285,0.4025583791208791,0.2278769841269841,0.1978433603433603,0.8645521145521146,0.45,0.4229509425641139,0.8348484848484848,0.3595042977855477,0.4574463118580766,0.1388888888888889,0.404790521978022,0.5762453830060885,1.0,8.0,11.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,9.0,1.0,3.0,1.0,2.0,3.0,55.0,0.6008184523809523,0.8236222003475197,0.8623548922056384,0.2352941176470588,0.7467236467236468,0.6933892700436818,0.6302905518591791,0.923684210526316,0.375,0.7012090211578702,0.8270833333333334,0.4723544973544973,0.6913961038961038,0.5,0.4694989106753813,0.7315603856562212,3.0,7.0,11.0,1.0,6.0,2.0,4.0,11.0,1.0,4.0,9.0,1.0,6.0,2.0,3.0,4.0,75.0,0.576923077,0.421731123,0.595687332,0.746400886,0.568578554,0.713532513,0.747474747,0.51984127,0.656050955,0.713532513,0.655642023,0.5,0.68261563,1.0,0.7,0.494382022,11.5,1.0,9.0,10.0,5.0,9.5,14.5,6.0,12.0,9.5,15.0,8.0,14.0,16.0,13.0,6.0,160.0
0.5501965236775609,0.9010275542709671,0.9709653092006032,0.9169213670464018,0.829646697388633,0.7349816022900388,0.7598898375287264,0.9171879768080562,0.6461538461538461,0.82477245464515,0.8579226376540955,0.7977259342623433,0.777496408045977,0.6901960784313725,0.901202619007072,0.8662101222874223,1.0,5.0,10.0,5.0,5.0,1.0,4.0,9.0,1.0,5.0,5.0,2.0,4.0,1.0,4.0,4.0,66.0,0.3676184926184926,0.8610236722016713,0.9334992887624468,0.8823529411764706,0.525974025974026,0.3624999999999999,0.3560731538992408,0.8934921763869133,0.4545454545454546,0.6694444444444445,0.856859756097561,0.7655791788856305,0.6413043478260869,0.5,0.8957219251336899,0.8581412966859288,2.0,9.0,13.0,8.0,5.0,2.0,3.0,11.0,2.0,5.0,11.0,3.0,7.0,2.0,9.0,12.0,104.0,0.5439733061056591,0.8838571708050503,0.926829268292683,0.5480480480480481,0.7668382087396173,0.7598591359620772,0.7069621736288403,0.9292929292929292,0.5608974358974359,0.7981762860795119,0.8683261183261184,0.585858331809036,0.7425925925925926,0.5227272727272727,0.6402212071226157,0.8211231672219818,2.0,12.0,15.0,4.0,8.0,3.0,7.0,12.0,2.0,6.0,12.0,3.0,7.0,3.0,4.0,7.0,107.0,0.5,0.640883978,0.533692722,0.722037652,0.653366584,0.713532513,0.747474747,0.765873016,0.656050955,0.713532513,0.527237354,0.5,0.684210526,0.668789809,0.7,0.692883895,9.0,13.0,5.0,9.0,9.5,9.5,14.5,13.0,12.0,9.5,10.0,8.0,15.0,11.0,13.0,13.5,174.5
0.601844232774215,0.4451336056175937,0.6020066889632107,0.9046153846153846,0.5745617212402202,0.7607293374404818,0.425788067731458,0.2708333333333333,0.8116883116883117,0.6175153209635968,0.4291666666666667,0.8677892014359782,0.4427083333333333,0.8117236024844721,0.8756089093462318,0.5043928637285634,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,30.0,0.5179146537842191,0.3303503787878788,0.5,0.9411764705882352,0.4125,0.7883090544545056,0.2556910569105691,0.0,0.7272727272727273,0.6121212121212122,0.3,0.810834826762246,0.4523809523809524,0.8157894736842105,0.8830882352941176,0.4927380952380953,3.0,2.0,2.5,12.0,2.0,4.0,2.0,1.0,4.0,4.0,2.0,7.0,2.0,4.5,7.0,2.0,61.0,0.4464285714285714,0.1282738095238095,0.4,0.7894736842105263,0.4137931034482758,0.8519128755759834,0.1622574955908289,0.0,0.75,0.4572044334975369,0.0,0.8394652548810764,0.1666666666666666,0.8666666666666667,0.8085299455535391,0.1899014778325123,1.0,1.0,2.0,5.0,1.0,6.0,1.0,1.0,3.0,2.0,1.0,5.0,1.0,10.0,5.0,1.0,46.0,0.448717949,0.578268877,0.506738544,0.5393134,0.653366584,0.469244288,0.575757576,0.591269841,0.496815287,0.469244288,0.560311284,0.5,0.507177033,0.608280255,0.516666667,0.692883895,2.0,9.0,4.0,2.0,9.5,3.0,6.0,8.5,4.0,3.0,11.0,8.0,4.0,7.0,3.5,13.5,98.0
0.9719571608920384,0.9921348002018252,1.0,1.0,0.972273425499232,0.9822495590302645,0.990653521731216,0.9934402053167856,0.943632228719948,0.9967532467532468,1.0,0.9813214855320118,0.9868679856531296,0.8972222222222221,1.0,0.9888979963431546,14.0,15.0,14.0,14.0,14.0,13.0,16.0,13.0,7.0,16.0,15.5,15.0,14.0,5.0,16.0,16.0,217.5,0.7974172765198746,0.932778188979264,0.9573382322923044,0.87503588860178,0.901038739015562,0.5508827336612663,0.934777231503228,0.9341395094623216,0.6842105263157895,0.8831572091521533,0.9836807928913192,0.87555576825134,0.9291819291819292,0.6153846153846154,0.8996336693934379,0.9298068777238968,8.0,16.0,16.0,7.0,12.0,3.0,14.0,14.0,3.0,16.0,16.0,11.0,16.0,3.0,11.0,16.0,182.0,0.9424975340856584,0.9055901010066476,0.891725768321513,0.8461538461538461,0.963719301279834,0.907304022087304,0.9340137027664556,0.9397250092902268,0.8753315649867375,0.9652002546024284,0.9380302131323004,0.976532985287138,0.9552119953424842,0.784688995215311,0.9077708006279436,0.886598390065352,15.0,15.0,12.0,8.0,16.0,13.0,13.0,13.0,8.0,16.0,16.0,16.0,16.0,4.0,11.0,14.0,206.0,0.615384615,0.46961326,0.603773585,0.717607973,0.506234414,0.710017575,0.621212121,0.503968254,0.50955414,0.710017575,0.523346304,0.5,0.601275917,0.522292994,0.533333333,0.475655431,15.0,3.5,11.5,7.5,2.5,7.5,8.5,2.5,5.5,7.5,7.5,8.0,9.5,3.0,7.0,2.5,109.0
0.9404778302019756,0.977090411246677,1.0,1.0,0.958492156863918,0.9913729958819294,0.9437643721151427,1.0,1.0,0.9517589418535416,0.9585612968591692,0.9762504705907596,0.9883826583592938,1.0,0.9956331877729258,0.9445319613915532,10.0,13.0,14.0,14.0,12.0,16.0,10.0,15.5,15.5,11.0,11.0,14.0,15.0,15.5,15.0,13.0,214.5,0.8831190481463891,0.6523602369865351,0.7692307692307692,0.9603960396039604,0.9141459417775208,0.9367485068437974,0.8998926142276454,0.3333333333333333,0.9436507936507936,0.8507534632799743,0.6642857142857143,0.926344305266527,0.8443014705882352,0.9219230769230768,0.9437945110300504,0.8163230690853511,14.0,4.0,7.0,15.0,14.0,14.0,9.0,4.0,13.0,13.0,4.0,14.0,13.0,12.0,16.0,8.0,174.0,0.8665700068932588,0.7940145622656434,0.7897435897435898,0.935777450257922,0.8805602871779342,0.8921806581560409,0.889854546390767,0.8666666666666667,0.9152542372881356,0.812400204992471,0.8218518999769,0.890147328162034,0.8262581168831169,0.8411949685534592,0.9100105738684569,0.8287832207785222,12.0,6.0,5.0,14.0,10.0,9.0,10.0,8.0,12.0,9.0,8.0,12.0,10.0,8.0,12.0,9.0,154.0,0.474358974,0.657458564,0.547169811,0.898117386,0.715710723,0.625659051,0.717171717,0.591269841,0.643312102,0.625659051,0.521400778,0.5,0.562998405,0.675159236,0.6,0.692883895,7.5,15.0,6.0,16.0,13.0,6.0,12.0,8.5,9.0,6.0,6.0,8.0,8.0,12.0,10.0,13.5,156.5
0.9547179541046372,0.9938654824896936,1.0,0.9381443298969072,0.7948094407771827,0.9853374120282344,0.7059466349968085,0.9005376344086022,0.976372161441574,0.982273792768139,0.9386258902387934,0.9897784662439698,0.7880598072562357,0.9714781366396243,0.9650399068839376,0.935580430632202,12.0,16.0,14.0,8.0,4.0,14.0,3.0,6.0,13.0,15.0,9.0,16.0,5.0,11.0,11.0,8.0,165.0,0.8474051046419467,0.744986447096001,0.6666666666666667,0.8985507246376812,0.6675407925407926,0.9206997326151332,0.371388139151297,0.5384615384615384,0.9682539682539684,0.8487645806758015,0.7444444444444445,0.94867160780553,0.5321428571428571,0.9364892183288408,0.9236343366778148,0.812620290155565,13.0,6.0,4.0,9.0,8.0,10.0,4.0,5.0,15.0,12.0,5.0,16.0,4.0,14.0,12.0,7.0,144.0,0.8269523008716566,0.8460814030272529,0.7916666666666667,0.8352657004830918,0.6516887098408838,0.8927707022679979,0.5401589008503354,0.9023076923076924,0.950082850041425,0.8233971863623026,0.805812434691745,0.9036488206185048,0.6737836438923396,0.8175750834260289,0.8385244586331543,0.7708275959728799,7.0,10.0,6.0,7.0,4.0,10.0,3.0,10.0,15.0,11.0,7.0,13.0,4.0,6.0,6.0,6.0,125.0,0.576923077,0.64825046,0.425876011,0.677740864,0.66084788,0.889279438,0.525252525,0.765873016,0.656050955,0.889279438,0.653696498,0.5,0.46092504,0.665605096,0.7,0.692883895,11.5,14.0,1.5,5.0,12.0,16.0,1.0,13.0,12.0,16.0,13.5,8.0,1.0,9.5,13.0,13.5,160.5
0.8919622487991536,0.9021368131884347,0.8595848595848596,0.9166666666666666,0.8968519225872167,0.9040531440765408,0.9013188815735248,0.925271655718583,0.9156746031746033,0.903416638462356,0.8281594306686105,0.9365114740911028,0.883061938061938,0.9212121212121211,0.924719887955182,0.905089407297332,6.0,6.0,4.0,4.0,9.0,6.0,8.0,10.0,5.0,6.0,4.0,7.0,6.0,9.0,6.0,7.0,103.0,0.7566420966420967,0.8670026828179551,0.8378378378378378,0.9466374269005848,0.9020254297120978,0.8004875853243316,0.9068870955468894,0.8876050420168067,0.7777777777777778,0.7698172905525849,0.8300000000000001,0.8489927303437488,0.8003095975232197,0.8157894736842105,0.9247946926129396,0.8283709948536859,7.0,10.0,8.0,13.0,13.0,5.0,12.0,10.0,5.0,8.0,8.0,9.0,10.0,4.5,13.0,10.0,145.5,0.8351264476264477,0.8418049165804209,0.8372093023255813,0.8235294117647058,0.8793104206376949,0.8629973094425611,0.8850224909096391,0.8734177215189873,0.7608695652173914,0.8011059907834102,0.8271816418875242,0.8493063846722384,0.8227053140096618,0.8936170212765957,0.8604826546003017,0.8248853620391321,9.0,9.0,9.0,6.0,9.0,7.0,9.0,9.0,4.0,7.0,10.0,7.0,9.0,12.0,8.0,8.0,132.0,0.615384615,0.454880295,0.477088949,0.517165006,0.556109726,0.588752197,0.565656566,0.563492063,0.445859873,0.588752197,0.498054475,0.5,0.467304625,0.535031847,0.525,0.438202247,15.0,2.0,3.0,1.0,4.0,5.0,2.5,7.0,2.0,5.0,5.0,8.0,2.0,5.5,5.0,1.0,73.0
0.9900153609831028,0.903537082436174,0.9018804243008678,0.9730847637899962,0.9545138888888888,0.9741616125349132,0.9875590878395928,0.9143731767234762,0.937142857142857,0.9449295689344388,0.937501187964494,0.9486326477789108,0.9752941176470588,0.97927292457949,0.941056270783887,0.9440826442728396,16.0,7.0,6.0,11.0,10.0,12.0,13.0,7.0,6.0,9.0,8.0,10.0,11.0,12.0,8.0,12.0,158.0,0.9018500808324438,0.736307732449085,0.7037037037037037,0.6119505494505495,0.8228540555142838,0.9229201004263516,0.926496752932474,0.7228260869565217,0.92,0.8198256791525405,0.7668470418470419,0.7795887055980476,0.8164172783738002,0.9091836734693878,0.6362920168067228,0.8464129211132567,15.0,5.0,5.0,5.0,9.0,11.0,13.0,6.0,12.0,10.0,6.0,4.0,12.0,9.0,4.0,11.0,137.0,0.9144435070861134,0.7341790103176394,0.7589285714285714,0.935727296383034,0.934784048644484,0.9401171250605044,0.947721295554674,0.7279411764705882,0.9244350282485876,0.8080159753960063,0.7874011007911936,0.9287650567706612,0.8473741979061128,0.9310344827586208,0.921311608681731,0.8772178423388276,13.0,5.0,4.0,13.0,15.0,15.0,15.0,4.0,13.0,8.0,5.0,15.0,11.0,16.0,14.0,12.0,178.0,0.448717949,0.593001842,0.708894879,0.80730897,0.780548628,0.785588752,0.565656566,0.869047619,0.815286624,0.785588752,0.441634241,0.45,0.609250399,0.738853503,0.516666667,0.685393258,2.0,10.0,13.5,13.0,14.5,14.5,2.5,15.5,15.0,14.5,1.0,1.5,11.0,13.5,3.5,9.0,154.5
0.934727095046378,0.931220864910569,0.959084084084084,0.9333333333333332,0.9572653549622676,0.96787686764199,0.9626902128498296,0.9370606236043336,0.9560517038777908,0.9248664803672022,0.8740197063353138,0.9423662484125902,0.9791597383882054,0.9569739952718676,0.9346966205837174,0.9385857254183564,8.0,8.0,9.0,7.0,11.0,10.0,11.0,12.0,9.0,8.0,6.0,8.0,13.0,10.0,7.0,11.0,148.0,0.9092839350327868,0.9132498809267032,0.9426532769556026,0.9017223910840932,0.9315380841429334,0.929347708044961,0.9466497056977146,0.9068672839506172,0.8849426563078062,0.8138151895908531,0.8712121212121212,0.9054919270797738,0.9054434475946104,0.9041805401405846,0.89851803605603,0.917625908001187,16.0,15.0,14.0,11.0,16.0,13.0,16.0,12.0,7.0,9.0,12.0,13.0,15.0,8.0,10.0,14.0,201.0,0.9183792611951798,0.8988238108330391,0.90302066772655,0.8880208333333333,0.9285977965759564,0.9351754622423112,0.9376300820341226,0.9451162790697674,0.8942449581898673,0.9052655019154046,0.9087132846449616,0.904024046417647,0.952382747664438,0.8837460245343026,0.8892413127634231,0.9027849782963052,14.0,13.0,13.0,10.0,13.0,14.0,14.0,14.0,10.0,14.0,13.0,14.0,14.0,11.0,9.0,15.0,205.0,0.576923077,0.639042357,0.981132075,0.676633444,0.650872818,0.546572935,0.747474747,0.761904762,0.656050955,0.546572935,0.663424125,1.0,0.475279107,0.662420382,0.7,0.696629213,11.5,12.0,16.0,4.0,8.0,4.0,14.5,11.0,12.0,4.0,16.0,16.0,3.0,8.0,13.0,16.0,169.0
0.9850942156562564,0.9460617993602846,1.0,0.970370906983483,0.9752568424337478,0.9540124852223616,0.9880893595150982,0.9321266968325792,0.9760452961672474,0.9605745664841752,0.9775193798449612,0.9643531570357756,0.9453571428571428,0.9204316809950612,0.9659301662561032,0.9614619909225612,15.0,11.0,14.0,10.0,15.0,8.0,14.0,11.0,12.0,14.0,14.0,11.0,9.0,8.0,12.0,14.0,192.0,0.8378864197347291,0.880184414189768,0.8998022412656559,0.7446808510638299,0.8700496150902853,0.8931914907488926,0.9025183018693136,0.9099264705882352,0.907312925170068,0.8562398947933225,0.874185606060606,0.7948247774163499,0.802274100471035,0.9248381128584644,0.7710618867191296,0.8914947623195072,10.0,13.0,10.0,6.0,11.0,8.0,11.0,13.0,10.0,14.0,13.0,6.0,11.0,13.0,6.0,13.0,168.0,0.8323012215638944,0.839337738377854,0.8117647058823529,0.9230769230769232,0.9247821842992732,0.9035408498669008,0.9302867441039988,0.8157840932324678,0.8936170212765957,0.919141430751338,0.789655025073901,0.88063884293723,0.8629072681704261,0.9183673469387756,0.9102564102564104,0.8781461104711648,8.0,8.0,7.0,11.0,11.0,12.0,12.0,6.0,9.0,15.0,6.0,9.0,13.0,15.0,13.0,13.0,168.0,0.461538462,0.508287293,0.595687332,0.757475083,0.586034913,0.722319859,0.651515152,0.507936508,0.522292994,0.722319859,0.472762646,0.5,0.636363636,0.522292994,0.55,0.483146067,5.0,6.0,9.0,11.5,6.0,12.5,10.0,4.0,7.0,12.5,3.0,8.0,13.0,3.0,9.0,4.0,123.5
0.9390109692000228,0.7844479322461971,0.8020833333333333,0.8669498492737737,0.8481837606837607,0.956280215010494,0.784060100899689,0.8142857142857143,1.0,0.8247714647838784,0.7500905797101449,0.9326829419042536,0.9257703081232492,1.0,0.8820860357479979,0.8715943870126303,9.0,3.0,3.0,2.0,7.0,9.0,6.0,3.0,15.5,4.0,3.0,5.0,8.0,15.5,3.0,5.0,101.0,0.8443392255892257,0.5144002068338991,0.5,0.5934782608695652,0.52375,0.9458525148243488,0.3766565224898558,0.3166666666666667,0.9824561403508772,0.582990157990158,0.4951388888888889,0.8115497364953888,0.65,0.9818181818181818,0.6434057971014493,0.8109815172749956,12.0,3.0,2.5,4.0,4.0,15.0,5.0,3.0,16.0,3.0,3.0,8.0,8.0,16.0,5.0,6.0,113.5,0.8654877116930689,0.6870292169711238,0.8571428571428572,0.885483870967742,0.755207763805358,0.899656760515493,0.701969537815126,0.75,0.9558823529411764,0.8127801120448179,0.775,0.8886502654418397,0.7654761904761904,0.9008158508158508,0.847949699289229,0.8324993578151793,11.0,4.0,10.0,9.0,7.0,11.0,6.0,5.0,16.0,10.0,4.0,11.0,8.0,13.0,7.0,10.0,142.0,0.448717949,0.537753223,0.425876011,0.621262458,0.658354115,0.44112478,0.691919192,0.765873016,0.433121019,0.44112478,0.496108949,0.95,0.915470494,0.665605096,0.458333333,0.565543071,2.0,8.0,1.5,3.0,11.0,1.0,11.0,13.0,1.0,1.0,4.0,15.0,16.0,9.5,1.0,7.0,105.0
0.9039607231219072,0.9402542189692986,0.9545454545454546,0.9181266846361188,0.8310325091575093,0.9523137794589592,0.7796974056282566,0.915795586527294,0.9685064935064936,0.9527546296296296,0.9632996632996632,0.942416489670445,0.9718660968660968,0.9857142857142858,0.906682389937107,0.9382797224655128,7.0,10.0,8.0,6.0,6.0,7.0,5.0,8.0,10.0,12.0,12.0,9.0,10.0,13.0,5.0,10.0,138.0,0.6859331232492998,0.8684741860108283,0.9090909090909092,0.2352941176470588,0.5172872340425532,0.9243184500882832,0.4016975308641975,0.8769230769230769,0.9109803921568628,0.7672612727465341,0.8494152046783625,0.7940512485481998,0.706766917293233,0.9170646982197136,0.4474342928660826,0.7330357878223355,5.0,11.0,12.0,3.0,3.0,12.0,6.0,9.0,11.0,7.0,10.0,5.0,9.0,10.0,3.0,5.0,121.0,0.7344221535398007,0.6149390540015539,0.6274509803921569,0.3340909090909091,0.6399845982715838,0.8906828167565103,0.7004018398755241,0.6521739130434783,0.9148936170212766,0.6658440806878307,0.5763392857142857,0.7005271226853214,0.6696969696969697,0.8609307359307359,0.3839531297401153,0.554510359774568,6.0,3.0,3.0,2.0,3.0,8.0,5.0,3.0,11.0,3.0,3.0,4.0,3.0,9.0,1.0,3.0,70.0,0.576923077,0.534069982,0.590296496,0.841638981,0.591022444,0.722319859,0.747474747,0.511904762,0.656050955,0.722319859,0.653696498,0.5,0.558213716,0.535031847,0.7,0.486891386,11.5,7.0,7.0,15.0,7.0,12.5,14.5,5.0,12.0,12.5,13.5,8.0,6.0,5.5,13.0,5.0,155.0
0.9493974326523448,0.970383668078628,1.0,1.0,0.961106915524868,0.989930178177376,0.9812394803618756,0.9952830188679244,0.9752236044001236,0.9566650988079888,0.965339671222024,0.972491429177132,0.9765625,0.9938650306748468,0.9755996691480564,0.9381959469329286,11.0,12.0,14.0,14.0,13.0,15.0,12.0,14.0,11.0,13.0,13.0,12.0,12.0,14.0,13.0,9.0,202.0,0.7207338260548574,0.8718005773199232,0.953063063063063,0.9644918573490002,0.8283281039892425,0.9570440219507428,0.4239458072791406,0.9519832189168572,0.9515460030165912,0.8259187332463195,0.8783333333333333,0.9334421940082704,0.6190476190476191,0.9387755102040816,0.9410088152724384,0.8263852575912821,6.0,12.0,15.0,16.0,10.0,16.0,7.0,15.0,14.0,11.0,14.0,15.0,6.0,15.0,15.0,9.0,196.0,0.9526785714285716,0.902015383853654,0.9689814814814814,0.9388111888111887,0.925752508361204,0.9401771533018548,0.9517996971850928,0.961038961038961,0.9361702127659576,0.8827857961363017,0.9332659251769464,0.8850845605800848,0.9545454545454546,0.9166666666666666,0.8951581027667985,0.856413672655358,16.0,14.0,16.0,15.0,12.0,16.0,16.0,16.0,14.0,13.0,15.0,10.0,15.0,14.0,10.0,11.0,223.0,0.461538462,0.594843462,0.708894879,0.80841639,0.780548628,0.785588752,0.570707071,0.869047619,0.821656051,0.785588752,0.455252918,0.45,0.610845295,0.738853503,0.958333333,0.689138577,5.0,11.0,13.5,14.0,14.5,14.5,4.5,15.5,16.0,14.5,2.0,1.5,12.0,13.5,16.0,10.5,178.5
0.8805847806551226,0.1726934523809524,0.0,0.0,0.6851851851851851,0.8921009196937184,0.9215521727014192,0.3078947368421053,0.8841911764705883,0.3879928315412186,0.1833333333333333,0.7357220821233083,0.453125,0.90625,0.1851851851851851,0.4329053245172015,5.0,1.0,1.0,1.0,2.0,5.0,9.0,2.0,4.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,44.0,0.8436583577712609,0.1857142857142857,0.0,0.0,0.6166666666666667,0.8718481313441859,0.9001907000031445,0.2777777777777778,0.9047619047619048,0.3581235697940503,0.2,0.7249877810361681,0.4285714285714286,0.8780487804878049,0.1333333333333333,0.4312719298245614,11.0,1.0,1.0,1.0,6.0,7.0,10.0,2.0,9.0,1.0,1.0,2.0,1.0,7.0,1.0,1.0,62.0,0.7337350279160624,0.3446428571428571,0.0,0.5,0.6616420516766803,0.556520125815184,0.8742146335744299,0.4444444444444444,0.8333333333333334,0.331043956043956,0.3333333333333333,0.5684389140271493,0.4217479674796748,0.4375,0.4423076923076923,0.4980432844932845,5.0,2.0,1.0,3.0,5.0,1.0,8.0,2.0,7.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,46.0,0.474358974,0.666666667,0.857142857,0.715393134,0.860349127,0.467486819,0.590909091,0.702380952,0.560509554,0.467486819,0.634241245,0.75,0.55661882,0.748407643,0.5,0.689138577,7.5,16.0,15.0,6.0,16.0,2.0,7.0,10.0,8.0,2.0,12.0,14.0,5.0,15.0,2.0,10.5,148.0
0.8088589362026861,0.8448653097040968,0.8687810945273632,1.0,0.740814462017733,0.851628343245802,0.7009116219642536,0.8206517648829683,0.9438605271938604,0.7997971864907881,0.8808755760368663,0.9341576957382468,0.6880701754385965,0.8992346938775511,0.95523753894081,0.7935447144791131,3.0,4.0,5.0,14.0,3.0,4.0,2.0,4.0,8.0,3.0,7.0,6.0,3.0,6.0,9.0,3.0,84.0,0.5972850678733032,0.8114384754257937,0.7586206896551724,0.957936507936508,0.6400788576300085,0.8269140591139217,0.4841178068513869,0.8095238095238095,0.8666666666666667,0.7382575757575758,0.8055000442451772,0.8841117359086786,0.5982142857142857,0.85,0.9315471115982624,0.7288156038775581,4.0,7.0,6.0,14.0,7.0,6.0,8.0,7.0,6.0,6.0,7.0,12.0,5.0,6.0,14.0,4.0,119.0,0.6207013574660633,0.8506447665948534,0.8157894736842105,0.967741935483871,0.5158730158730158,0.7608294968335819,0.3859879584017515,0.8505747126436781,0.7619047619047619,0.7573143664245359,0.8635719347980155,0.8437989425329881,0.6754385964912282,0.8048780487804879,0.92831541218638,0.7641539865868585,4.0,11.0,8.0,16.0,2.0,4.0,2.0,7.0,5.0,5.0,11.0,6.0,5.0,5.0,16.0,5.0,112.0,0.461538462,0.493554328,0.595687332,0.757475083,0.471321696,0.715289982,0.570707071,0.472222222,0.49044586,0.715289982,0.525291829,0.5,0.561403509,0.515923567,0.533333333,0.606741573,5.0,5.0,9.0,11.5,1.0,11.0,4.5,1.0,3.0,11.0,9.0,8.0,7.0,1.0,7.0,8.0,102.0
